epsL,eps_lower,eps_upper
4.8144146029819375,0.5547860577654966,0.6911317838265087
4.813414602981937,0.5546708233904967,0.6862876289407841
4.812414602981937,0.5545555890154966,0.686145050815784
4.8114146029819365,0.5544403546404966,0.6860024726907838
4.810414602981936,0.5543251202654966,0.6858598945657839
4.809414602981936,0.5542098858904965,0.6857173164407838
4.8084146029819355,0.5540946515154964,0.6855747383157837
4.807414602981935,0.5539794171404964,0.6854321601907836
4.806414602981935,0.5538641827654964,0.6852895820657836
4.8054146029819345,0.5537489483904963,0.6851470039407836
4.804414602981934,0.5536337140154963,0.6850044258157836
4.803414602981934,0.5535184796404963,0.6848618476907836
4.8024146029819335,0.5534032452654962,0.6847192695657836
4.801414602981933,0.5532880108904963,0.6845766914407834
4.800414602981933,0.5531727765154961,0.6797462084300588
4.7994146029819325,0.5530575421404961,0.6796046068675587
4.798414602981932,0.552942307765496,0.6794630053050588
4.797414602981932,0.5528270733904961,0.6793214037425588
4.7964146029819315,0.5527118390154959,0.6791798021800586
4.795414602981931,0.552596604640496,0.6790382006175586
4.794414602981931,0.5524813702654959,0.6788965990550586
4.7934146029819305,0.5476850669422713,0.6787549974925585
4.79241460298193,0.5475708091297714,0.6786133959300584
4.79141460298193,0.5474565513172712,0.6784717943675583
4.7904146029819294,0.5473422935047713,0.6736520535443338
4.789414602981929,0.5472280356922712,0.6735114285443338
4.788414602981929,0.5471137778797712,0.6733708035443338
4.7874146029819284,0.546999520067271,0.6732301785443338
4.786414602981928,0.5468852622547711,0.6730895535443336
4.785414602981928,0.5467710044422711,0.6729489285443335
4.7844146029819274,0.546656746629771,0.6728083035443335
4.783414602981927,0.546542488817271,0.6726676785443335
4.782414602981927,0.5464282310047709,0.6725270535443335
4.781414602981926,0.5463139731922709,0.6723864285443335
4.780414602981926,0.5461997153797709,0.6722458035443334
4.779414602981926,0.5460854575672709,0.6721051785443333
4.778414602981925,0.5432414270530336,0.6677789874051124
4.777414602981925,0.5430705930075741,0.6675689898235397
4.776414602981925,0.5428997850810323,0.666286099872176
4.775414602981924,0.5427290032749481,0.6660765040192547
4.774414602981924,0.5425582475908595,0.6647946907239781
4.773414602981924,0.5423875180303006,0.6645854964007636
4.772414602981923,0.5422168145948016,0.6643763340884921
4.771414602981923,0.5409748998604242,0.6641672037890356
4.770414602981923,0.5408045859349223,0.6639581055042612
4.769414602981922,0.5406342980874133,0.663749039236032
4.768414602981922,0.5404640363194106,0.6613995533572194
4.767414602981922,0.540293800632426,0.6601213366142711
4.766414602981921,0.5401235910279668,0.6599133775529813
4.765414602981921,0.5388841928392054,0.6607746650290258
4.764414602981921,0.5387143723497219,0.660566432762159
4.76341460298192,0.5385445778956088,0.6603582324196158
4.76241460298192,0.5383748094783576,0.6580136560291037
4.76141460298192,0.5382050670994556,0.6578061931215569
4.760414602981919,0.5380353507603874,0.6575987620404735
4.759414602981919,0.5378656604626346,0.6573913627876644
4.758414602981919,0.5376959962076744,0.6571839953649354
4.757414602981918,0.5364598374453998,0.656976659774088
4.756414602981918,0.537356745832026,0.6557031719974127
